Fournisseurs,n_facture,Montant,Date_de_facture,Date_echeance,n_sem,Mis_en_paie,EMAIL,id_fournisseurs
Luthor Corp,F1924252,265.0,2021-08-31,2021-11-29,48,2021-12-20 20:45:14,contact@luther.fr,4
Luthor Corp,F1924275,49.0,2021-08-31,2021-11-29,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924276,1070.0,2021-08-31,2021-11-29,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924278,87.0,2021-08-31,2021-11-29,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924279,173.0,2021-08-31,2021-11-29,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924280,15.0,2021-08-31,2021-11-29,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924281,377.0,2021-08-31,2021-11-29,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924282,525.0,2021-08-31,2021-11-29,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924283,30.0,2021-08-31,2021-11-29,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924295,-455.0,2021-09-02,2021-11-29,48,2021-12-20 20:45:15,contact@luther.fr,4
Rosen Corporation,1.020.426,-40.19,2021-09-22,2021-11-29,48,2021-12-20 20:45:15,contact@rosencorporation.fr,27
Rosen Corporation,2.580.728,118.0,2021-11-09,2021-11-29,48,2021-12-20 20:45:15,contact@rosencorporation.fr,27
Rosen Corporation,2.584.785,243.1,2021-11-18,2021-11-29,48,2021-12-20 20:45:15,contact@rosencorporation.fr,27
Capsule Corp,116538145,193.0,2021-11-02,2021-11-30,48,2021-12-20 20:45:15,contact@capsule-corp.fr,1
Cross Technological Enterprises ,21/02953,218.6,2021-10-13,2021-11-30,48,2021-12-20 20:45:15,,25
Cross Technological Enterprises ,21/02958,218.6,2021-10-13,2021-11-30,48,2021-12-20 20:45:15,,25
Nelson & Murdock,2021/10/001839,6963.94,2021-10-31,2021-11-30,48,2021-12-20 20:45:15,contact@nelsonmurdock.fr,39
Protovision,3472,5735.19,2021-10-25,2021-11-30,48,2021-12-20 20:45:15,,34
Luthor Corp,F1924297,5980.24,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924298,198.0,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924299,365.0,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924300,997.0,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924327,105.0,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924328,62.0,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924329,122.0,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924330,15.0,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924331,1965.0,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924332,300.0,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Luthor Corp,F1924368,-75.0,2021-09-03,2021-12-02,48,2021-12-20 20:45:15,contact@luther.fr,4
Big Jerry Cab Co,FE2021110171,190.0,2021-11-03,2021-12-03,48,2021-12-20 20:45:15,compta@bjcc.fr,32
Vladis Entreprise,595/1,127.0,2021-10-04,2021-12-03,48,2021-12-20 20:45:15,contact@vladisentreprise.fr,20
Vladis Entreprise,601/1,125.0,2021-10-05,2021-12-04,48,2021-12-20 20:45:15,contact@vladisentreprise.fr,20
Wernham Hogg Paper Company,015/2021,2210.0,2021-12-06,2021-12-06,49,2021-12-20 21:24:04,,18
Sienar Technologies,2021-16880,525.0,2021-11-08,2021-12-08,49,2021-12-20 21:24:04,,8
Luthor Corp,F1924381,825.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924382,300.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924383,825.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924384,196.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924395,325.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924396,935.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924397,290.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924398,91.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924399,97.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924419,944.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924420,136.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924435,3385.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924436,84255.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924437,3914.87,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924438,817.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924439,4695.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924440,325.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924441,565.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924475,705.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924476,545.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924477,94.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924478,325.0,2021-09-10,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Luthor Corp,F1924496,-3225.0,2021-09-14,2021-12-09,49,2021-12-20 21:24:04,contact@luther.fr,4
Altra Automotive,FF31852,7605.0,2021-11-30,2021-12-13,50,2021-12-20 21:25:52,,13
Sienar Technologies,2021-12619,311.0,2021-05-03,2021-12-13,50,2021-12-20 21:25:52,,8
Sienar Technologies,2021-14863,405.0,2021-09-01,2021-12-13,50,2021-12-20 21:25:52,,8
Sienar Technologies,2021-15376,124.0,2021-11-26,2021-12-13,50,2021-12-20 21:25:52,,8
Sienar Technologies,2021-15626,64.0,2021-10-07,2021-12-13,50,2021-12-20 21:25:52,,8
Slusho,3701449600017,1073.0,2021-12-09,2021-12-13,50,2021-12-20 21:25:52,contact@slusho.fr,6
Luthor Corp,F1924533,146860.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:52,contact@luther.fr,4
Luthor Corp,F1924534,800.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:52,contact@luther.fr,4
Luthor Corp,F1924535,545.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:52,contact@luther.fr,4
Luthor Corp,F1924536,36.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:52,contact@luther.fr,4
Luthor Corp,F1924537,625.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924538,177.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924540,785.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924541,825.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924542,324.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924543,445.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924544,325.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924545,220.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924546,15.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924556,925.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924557,1625.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924558,48.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924559,200.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924560,395.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924561,173.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924562,457.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924564,103.0,2021-09-17,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Luthor Corp,F1924670,-915.0,2021-09-24,2021-12-16,50,2021-12-20 21:25:53,contact@luther.fr,4
Sienar Technologies,2021-16897,104.0,2021-11-17,2021-12-17,50,2021-12-20 21:25:53,,8
Drake & Sweeney,FAC8137,605.0,2021-11-18,2021-12-18,50,2021-12-20 21:25:53,,5
Luthor Corp,F1924686,220.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924687,1215.7,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924688,164.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924689,182.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924690,87.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924691,86.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924692,158.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924693,140.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924694,162.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924708,74.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924709,22.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924710,79.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924711,16811.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924712,625.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924713,1295.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924714,325.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924715,465.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924716,785.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924717,20.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924718,1484.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924719,73.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924769,1095.76,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924770,725.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924771,645.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924772,150.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924773,51.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924774,980.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924822,1085.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924823,42885.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924824,17305.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924826,60.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924827,780.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924828,600.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Luthor Corp,F1924829,565.0,2021-09-24,2021-12-23,51,2021-12-20 21:30:07,contact@luther.fr,4
Drake & Sweeney,FAC8152,605.0,2021-11-25,2021-12-25,51,2021-12-20 21:30:07,,5
Drake & Sweeney,FAC8153,1435.2,2021-11-27,2021-12-27,52,2021-12-20 21:31:44,,5
LexCorp,C121AC079000330,-79.46,2021-07-27,2021-12-28,52,2021-12-20 21:31:44,,35
Luthor Corp,F1924842,162.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924843,900.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924844,295.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924845,465.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924846,1105.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924847,1032.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924848,33.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924849,240.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924874,1105.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924875,549.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924876,176.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924877,1255.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924878,59513.08,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924879,1505.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924881,141537.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924887,325.0,2021-09-29,2021-12-28,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924937,645.0,2021-09-30,2021-12-29,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924938,197.0,2021-09-30,2021-12-29,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924939,325.0,2021-09-30,2021-12-29,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924961,545.0,2021-09-30,2021-12-29,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924962,365.0,2021-09-30,2021-12-29,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924963,400.0,2021-09-30,2021-12-29,52,2021-12-20 21:31:44,contact@luther.fr,4
Luthor Corp,F1924964,865.0,2021-09-30,2021-12-29,52,2021-12-20 21:31:44,contact@luther.fr,4
Cordell SA,59335,12455.0,2021-11-30,2021-12-30,52,2021-12-20 21:31:44,,10
Luthor Corp,F1925003,107453.0,2021-10-01,2021-12-30,52,2021-12-20 21:31:44,contact@luther.fr,4
Nelson & Murdock,2021/11/002131,3222.14,2021-11-30,2021-12-30,52,2021-12-20 21:31:44,contact@nelsonmurdock.fr,39
Big Jerry Cab Co,FE2021120042,39.0,2021-12-02,2022-01-01,52,2021-12-20 21:31:44,compta@bjcc.fr,32
Vladis Entreprise,663/1,161.0,2021-11-04,2022-01-03,1,2021-12-20 21:34:24,contact@vladisentreprise.fr,20
Luthor Corp,F1925016,-355.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925032,136201.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925038,18.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925053,165.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925054,196.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925055,157.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925082,103.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925084,465.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925085,136936.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925086,325.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925088,58.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925089,99.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925090,117.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925091,1080.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925093,405.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925094,176.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925095,171029.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925096,1475.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925097,910.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925099,240.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925100,21.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Luthor Corp,F1925101,195.0,2021-10-08,2022-01-06,1,2021-12-20 21:34:24,contact@luther.fr,4
Sienar Technologies,2021-16679,193.0,2021-11-08,2022-01-07,1,2021-12-20 21:34:24,,8
Sienar Technologies,2021-17322,1225.0,2021-12-08,2022-01-07,1,2021-12-20 21:34:24,,8
Vladis Entreprise,671/1,49894.0,2021-11-08,2022-01-07,1,2021-12-20 21:34:24,contact@vladisentreprise.fr,20
Luthor Corp,F1925171,191906.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925172,1580.6,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925174,23405.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925176,9695.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925177,95505.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925178,605.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925179,30.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925183,199.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925185,465.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925186,1685.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925197,400.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925202,130868.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925204,164104.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925205,159187.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925232,5565.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925233,139.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925234,700.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925261,2235.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925262,121597.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925264,465.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925265,215.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925288,700.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925289,800.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Luthor Corp,F1925291,700.0,2021-10-15,2022-01-13,2,2021-12-26 19:21:51,contact@luther.fr,4
Beaumont-Liégard,FTY-1258,2504.0,2021-12-18,2022-01-17,3,2021-12-22 18:42:30,,9
Factory Mode,abc128,20.0,2021-12-18,2022-01-17,3,2021-12-22 18:42:30,,12
Rekall,128,139.0,2021-12-18,2022-01-17,3,2021-12-22 18:42:30,contact@rekall.fr,46
Vladis Entreprise,692/1,185608.0,2021-11-19,2022-01-18,3,2021-12-22 18:42:30,contact@vladisentreprise.fr,20
Luthor Corp,F1925321,86166.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925322,395.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925324,3082.2,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925325,103.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925327,46005.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925328,275.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925329,198074.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925343,935.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925344,465.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925347,77.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925349,139.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925351,172.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925352,181.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925353,196928.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925355,395.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925356,290.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925382,800.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925400,58.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925424,215.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925425,459.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925426,199.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925448,159.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925449,194293.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925450,755.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Luthor Corp,F1925451,165.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
Vladis Entreprise,695/1,115.0,2021-11-22,2022-01-21,3,2021-12-22 18:42:30,contact@vladisentreprise.fr,20
Luthor Corp,F1925473,123.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925475,365.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925476,265.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925500,18.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925501,235.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925503,176.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925504,465.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925505,25.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925506,5.11,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925507,102.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925508,45.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925532,44.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
